DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
ZZ201500000119,ZZGE61FL,ZZ,2015,119,ZZ2015DHS,17777.13672,21929.2168,18376,36420.89453,48770.26953,28.65257263,25.70999527,37.17350388,35.45764542,34.79508591,26.09409142,26.43968773,26.01208305,25.86388969,25.56114769,12.36080742,12.02695274,12.31519127,11.20503521,11.3082037,NA,991.8427734,0.521708369,0.568240643,0.577884912,0.579865277,0.575222015,0,0,0,0,0,29.64286232,14,0,0.027079567,0.031543333,0.142095506,0.548742056,0.717338085,21.73887825,22.40475273,22.30467796,22.10520935,22.00611496,0.012100274,11.82863045,0.685175836,0.96564281,0.020971615,0.507233322,0.443869174,0.500138521,0.242413878,0.263086855,0.544360757,0.431033343,0.525666654,0.185087115,0.234700277,28.24726486,28.84813309,28.80030441,27.66783905,27.37677956,22.04622459,22.80920219,22.60993958,22.04270935,21.69787407,15.88645935,16.82118034,16.48511314,16.46280479,16.06857681,0,17.38366699,18.36981964,18.59727287,18.3465271,18.45108223,3.093793392,3.297786474,3.234461784,2.939062595,3.046267509,88.6451416,84.78607178,120.2362823,104.2122421,105.9951401,1450.104736,1361.729858,1732.58374,1418.084473,1443.978882,22.95712852,23.16980553,22.97778702,22.82824516,22.91805649,22.39725685,22.32443047,22.72902489,22.51350784,22.46094513,22.5250206,22.72156906,84.03125,4462.509766,4379.531738,4309.914063,6495.697266,8249.458984,42972.67578,50653.76953,59408.09375,68555.13281,77705.44531,1997.53064,2354.57666,2761.510254,3186.698975,3612.039551,13.95510387,13.33996868,15.39915752,15.02925301,15.24814606
ZZ201500000120,ZZGE61FL,ZZ,2015,120,ZZ2015DHS,176.0636139,183.5174103,226.5417328,263.306366,326.4447327,35.80351639,31.99075699,31.28610992,39.04863358,40.05290222,29.60102272,28.87246513,28.94197845,28.4426384,28.77694511,12.11783886,11.74266529,12.04735279,11.05638027,10.91124153,NA,503.6630859,0.378447533,0.408421695,0.414311469,0.424566835,0.404270798,0,0,0,0,0,27.73666191,11,0,0.036682114,0.033317249,0.270629853,0.435263366,0.6009776,24.52358437,24.81843758,24.84190941,24.7029686,24.9819603,0.000662766,6.246410847,0.422764033,0.211820751,0.00514506,0.503562987,0.547792852,0.507038295,0.493494302,0.345400512,0.580143273,0.661447167,0.596069574,0.523777544,0.334722519,31.60060883,32.14891434,31.8746109,31.12769127,30.57261276,25.51727486,26.25572968,25.83181381,25.57682419,25.08689308,19.48277092,20.40625,19.82725716,20.07131195,19.66137123,0,19.44614792,20.76441002,20.74184036,20.9632988,21.18697548,3.167491436,3.390191078,3.414149284,3.155642509,3.076519251,113.4073334,108.4547806,106.8154526,123.223526,123.223526,1379.5625,1324.916748,1205.334229,1357.918579,1179.113281,25.18742371,25.74675751,26.0098629,25.78781128,26.15382957,25.44073486,24.81321907,25.28501129,25.2730732,25.14689064,25.32655907,25.15865326,202.2255859,33.31314087,33.880867,44.32537079,48.37979126,56.94268799,470.8451233,546.7427368,631.6877441,718.0957642,801.8247681,22.32795525,25.92709732,29.95527458,34.05282974,38.02334595,10.41479969,9.880811691,11.27961826,11.04001713,11.04001713
ZZ201500000121,ZZGE61FL,ZZ,2015,121,ZZ2015DHS,217.8406372,410.7017822,359.9495544,367.5166931,404.9827576,31.9316864,28.92617035,30.95470428,35.44006348,39.00902939,25.6189518,25.37966347,25.65045166,25.58073044,25.55487823,12.19780064,11.90059376,12.12696743,11.00557041,10.88981533,1,1142.726563,0.507456303,0.506586075,0.516449988,0.495791703,0.538394451,0,0,0,0,0,19.50527191,11,0,0.022624189,0.025690373,0.223620489,0.428166062,0.396789968,22.08265114,22.22528267,22.58912086,22.54423714,22.45783615,0.005129018,9.180822372,0.625920355,1.105943441,0.012399414,0.493150443,0.529197872,0.4831523,0.394514889,0.279177189,0.558360577,0.598547816,0.504930437,0.379708081,0.258777201,29.39224625,30.11213875,29.5681572,28.6105175,28.09677505,23.27275848,24.13373756,23.47394371,23.0856781,22.63046837,17.19444466,18.21154594,17.44118881,17.60494804,17.20695877,0,18.54635048,19.07090378,19.52779007,19.50774384,19.36079407,3.242983341,3.494994164,3.439163923,3.237644672,3.095486164,103.5539246,101.0967941,106.4583054,114.7423325,120.7519073,1550.177734,1525.808838,1408.28186,1867.405396,1597.040039,22.47486496,22.6663456,22.72870064,22.65551567,22.69501114,21.96208572,21.79165649,22.59680748,22.96272087,22.60224915,22.31683922,22.31071281,339.5224609,52.27746582,76.86022949,89.64511108,71.22433472,74.42935944,611.2405396,692.5910034,780.8292847,866.1553955,943.7406616,28.48147964,32.27209854,36.38366699,40.35953903,43.97471619,12.07260227,11.76015663,13.27497196,13.06977749,13.3708725
ZZ201500000122,ZZGE61FL,ZZ,2015,122,ZZ2015DHS,219.4963226,432.9060974,580.0582275,593.440918,660.7174072,35.83967972,31.9278183,33.79268646,39.75650024,41.27477646,25.74565697,26.34326363,26.43024254,26.58386612,26.77029419,12.10377598,11.83057022,12.03512764,10.90884018,10.93984413,NA,677.1484375,0.501356602,0.516238213,0.519309223,0.517825305,0.532968044,0,0,0,0,0,17.08922195,12,0,0.026105946,0.034744229,0.258166283,0.425013453,0.515048444,22.6905098,23.40994835,23.57226753,23.59506989,23.73978043,0.002527571,8.677690506,0.670073152,0.269527465,0.008031512,0.372715563,0.259142131,0.275239885,0.341214001,0.209036976,0.362572193,0.203040227,0.234113917,0.305458933,0.172477737,30.30049324,30.93754387,30.5467453,29.60905647,29.11459732,24.22546387,24.99237633,24.50609207,24.12712669,23.61863518,18.19671631,19.10697365,18.51161766,18.70021629,18.1747551,0,19.63536263,20.47663116,20.71429443,20.60627365,20.70926476,3.121961832,3.349189758,3.362181664,3.090205431,3.006322384,111.8901062,106.9323196,113.617157,122.8557587,124.085289,1650.307007,1577.410645,1496.695068,1571.723145,1441.856567,23.81437302,24.13781929,24.33361626,24.23022652,24.27978516,23.61742592,23.26129532,23.87388229,24.07075882,23.82903099,23.75950432,23.66282082,333.4765625,36.45939255,79.92285156,103.5382767,109.0385742,115.2508163,479.2757874,556.5323486,642.9983521,730.9535522,816.1817627,22.32795334,25.92709351,29.95527458,34.05282974,38.02334595,11.33092594,10.92238331,12.43201542,12.19872665,12.25240135
ZZ201500000123,ZZGE61FL,ZZ,2015,123,ZZ2015DHS,5597.319336,9489.617188,10134.02637,11851.99121,14065.08594,42.1938858,35.57614136,48.73463821,55.3152504,54.0330162,23.97179222,23.31597137,22.99049759,22.64111137,22.93498611,11.77110863,11.51487255,11.72653389,10.68035316,10.45520878,NA,1532.299805,0.277250379,0.309484482,0.311752021,0.291734427,0.340033799,0,0,0,0,0,NA,13,0,0.012090618,0.009732494,0.293147147,0.467915207,0.361698717,20.45841599,20.80059052,20.85531235,19.62546921,20.76318169,0.066987723,1648.871948,1504.464966,2.114902258,505.8231506,0.34773916,0.154773086,0.257846534,0.141073957,0.160386845,0.308091611,0.096485168,0.193533272,0.085447967,0.114208914,24.21427917,24.90253258,24.44213104,23.35393524,23.07983208,18.30490494,19.11863518,18.55400848,17.99461746,17.8269825,12.4431715,13.38766003,12.7155962,12.67358208,12.62462425,0,16.94503784,18.28520775,18.72012711,16.60982704,18.59137726,2.719531298,2.922034264,2.878428936,2.672178745,2.664395332,114.7475891,103.9547043,140.2791748,147.8122406,143.9653168,1018.109924,1038.491577,1307.36792,1260.883301,1214.270142,18.72878647,18.60070038,18.46240807,18.8981781,18.62465286,18.14582062,18.05359077,18.32867241,18.13840294,18.24581528,18.16234207,18.24411774,76.67871094,1217.119995,1775.921509,2296.523926,2296.902832,2584.937988,7287.425781,8257.31543,9309.323242,10326.61133,11251.61035,484.6486511,549.1509399,619.114502,686.7689819,748.2858887,14.6128397,13.99168396,16.65408134,16.15171623,16.56252098
ZZ201500000124,ZZGE61FL,ZZ,2015,124,ZZ2015DHS,68461.9375,63563.5,110927.3672,86522.54688,97192.13281,45.50165558,37.76239777,50.31069946,51.31174469,57.14597321,27.31829453,26.45520782,27.00076485,26.29350662,26.25753784,11.45191002,11.15707493,11.39735317,10.31119823,10.09670162,1,1768.765503,0.34952575,0.392928481,0.384918064,0.384767532,0.391504675,0,0,0,0,0,33.33927917,13,0,0.012488313,0.004702013,0.314659327,0.585643291,0.192785278,20.43000031,20.55505562,20.7086277,19.77668381,20.47345734,14.49785995,31.99437523,15.89246368,3.687394857,0.27548185,0.264598906,0.147172764,0.198291823,0.117524751,0.115084521,0.207404226,0.089658789,0.132069036,0.067050092,0.071485654,24.34092903,24.97478294,24.51653671,23.46519089,23.11488724,18.59574699,19.37022591,18.79249191,18.28710938,18.04631042,12.88901901,13.81770802,13.11918449,13.15399265,13.01818562,0.164729297,13.54170418,14.65490532,14.41649342,13.25986099,14.68937683,2.74136281,2.943012238,2.903645992,2.700303793,2.680425406,124.7365494,111.1352005,146.0844574,138.5572968,153.1755219,1275.937378,1204.60376,1377.955566,1496.227051,1319.648315,17.84465027,17.76005745,17.89914131,17.83369446,18.01272011,17.68399239,17.63249969,18.76416779,18.80817986,18.22559738,17.8192997,17.65855408,3.850585938,7886.951172,11873.24902,15070.01563,16732.88086,17818.71289,48958.46094,55471.89844,62539.35156,69368.84375,75574.72656,2277.94043,2580.997803,2909.832275,3227.595215,3516.342529,14.68835926,14.0223732,16.53417015,15.72797298,16.62018967
ZZ201500000125,ZZGE61FL,ZZ,2015,125,ZZ2015DHS,5073.4375,3649.931396,5116.927734,4530.772461,5968.943848,36.52796555,31.7189045,36.82278442,39.75709534,44.7394104,25.37757492,25.55038261,25.65965271,25.85774231,26.03454399,12.09435749,11.80182362,12.02851582,10.90047741,10.79023457,1,752.3994141,0.507761776,0.516005158,0.532823443,0.486104876,0.525885701,0,0,0,0,0,30.21945,12,0,0.027281549,0.029256074,0.330477744,0.633184612,0.444931626,21.47753716,22.23828888,22.52232552,22.46351814,22.56303215,0.006176345,7.930421829,0.880965769,0.391479641,0.01078136,0.475592375,0.474592417,0.428933471,0.308089733,0.244747326,0.524230003,0.488579035,0.425689936,0.264139622,0.214643627,28.08533096,28.72052956,28.26167488,27.27309036,26.82678032,22.01944542,22.79066849,22.22018242,21.79843712,21.40060806,15.99097252,16.91870689,16.23316002,16.372612,16.0365448,0,17.57749939,18.92619324,19.38500023,19.06929398,19.09152031,3.063454866,3.28741312,3.255121469,3.041145802,2.95169282,111.9017792,104.2731323,119.8626328,120.9071198,132.0569916,1924.374146,1833.749268,1938.123901,2111.419434,1840.301758,23.42140198,23.4707489,23.4695282,23.47364235,23.4974575,22.83117485,22.47045708,23.14232826,23.42128372,23.36200905,23.11560059,23.25597191,137.8564453,741.2457886,683.0615234,706.3376465,878.0588379,1096.99646,620.3226318,702.8818359,792.4312134,879.0250854,957.7631836,28.88423729,32.72846222,36.89817429,40.93026352,44.59656525,13.31681442,12.78943062,14.74675751,14.22990417,14.81177044
ZZ201500000126,ZZGE61FL,ZZ,2015,126,ZZ2015DHS,9.297725677,12.18858433,16.48998833,14.91803741,19.7858448,43.52526093,33.93162155,45.74386978,46.77592087,47.18756866,26.51144028,26.80079842,27.00611115,26.59149361,27.27145576,11.74722195,11.15555573,11.59722233,10.35555553,10.35555553,NA,510.8330078,0.484590709,0.5051139,0.508115292,0.511801898,0.510026276,0,0,0,0,0,18.00891304,15,0,0.026483582,0.02450032,0.202831239,0.401374698,0.479620397,23.06586456,23.59557343,24.01046753,23.70365143,23.90070724,0.0034904,0.40457046,0.01704189,0.045973483,0.00067656,0.559501708,0.568022311,0.561429977,0.51446265,0.465155572,0.76717484,0.85986656,0.748020709,0.632590532,0.572844684,31.13541794,31.49856949,31.52977562,30.36223984,30.11770821,25.24717903,25.90234375,25.71167564,25.16610336,24.92157173,19.38819504,20.34301376,19.93255234,20.00668526,19.76215363,0,19.62029076,20.39034653,21.01482582,20.81580925,20.52995872,3.020659685,3.053732634,3.037282944,2.970269203,2.944357634,131.4750061,103.6180954,138.9370728,138.9370728,138.9370728,1798.978271,1849.789429,1794.124512,1628.251221,1733.162476,24.59692764,24.85195732,24.88908577,25.01926804,24.71874428,24.23144531,23.55207062,23.56781197,23.95693016,24.24546242,24.0481205,24.21947861,929.6210938,1.719874501,2.262769938,2.980471849,2.634540796,3.312990189,92.68075562,107.0300903,122.980629,139.0362396,154.3961639,4.307974815,4.97495842,5.716369152,6.462664127,7.176621914,12.06042957,10.72882843,12.34166718,12.34166718,12.34166622
ZZ201500000127,ZZGE61FL,ZZ,2015,127,ZZ2015DHS,777.3093262,1054.954224,862.2305298,898.3822021,1020.929138,36.47052002,30.74433708,39.06588364,40.61875534,44.11883163,25.45871162,25.76795006,25.76183891,25.69027901,26.47711945,12.09982681,11.7697916,12.02617168,10.92278671,10.90941906,NA,700.4814453,0.491546184,0.514733553,0.506452978,0.48895067,0.519312799,0,0,0,0,0,22.41346931,14,0,0.021172002,0.021105686,0.244806349,0.465662926,0.451542377,22.43435669,22.91515541,23.13667107,22.6906662,22.836483,0.005867273,8.145614624,0.894704342,0.403090119,0.011524443,0.533675134,0.53859508,0.521080136,0.419868529,0.375737667,0.65337348,0.646183133,0.603822351,0.422348768,0.379399985,29.38858414,29.96601677,29.59813309,28.58298683,28.20216942,23.31349945,24.05863762,23.57079124,23.09301186,22.7006073,17.28875923,18.19622421,17.57196236,17.66020012,17.29275131,0,19.40999985,20.06236076,20.51150131,19.69105339,19.19584656,3.014453173,3.226085186,3.229904652,2.941883802,2.911762238,109.9386673,99.18385315,126.1790771,119.4956589,128.4635468,2189.813965,2099.106201,2336.687744,2448.378418,2179.37915,23.2960968,23.34101677,23.4624157,23.45884132,23.37414932,22.65350151,22.42128944,22.8523922,23.09774399,23.09092903,22.99486923,22.97894478,633.0712891,167.5535889,197.4279938,198.0857544,174.105484,187.6304626,202.6530609,229.6243286,258.8791809,287.1685181,312.891449,9.427020073,10.68167019,12.04254818,13.35851192,14.55509186,12.74626255,12.12722588,14.47953987,13.52521706,14.00158787
ZZ201500000128,ZZGE61FL,ZZ,2015,128,ZZ2015DHS,174.4845428,141.153183,159.4367676,147.310791,173.833252,29.67129517,27.37996674,28.05325508,33.34314728,35.61118698,31.04978561,29.1825695,29.96748924,28.81521988,30.23896027,12.4298172,12.12530422,12.34699059,11.23083019,11.14597797,1,583.2910156,0.353503466,0.376895666,0.376047343,0.393733978,0.388756841,0,0,0,0,0,20,11,0,0.033166531,0.037187357,0.267266184,0.466641068,0.510926723,25.63345909,24.99752808,25.4996357,24.75107384,25.56484604,0.001525985,4.5896492,0.481754601,0.340876609,0.004897049,0.510114789,0.545073569,0.51055795,0.458970189,0.312519014,0.596408606,0.642121375,0.575294971,0.472647786,0.298886955,30.6820755,31.43867302,30.84991264,29.91292,29.36901093,24.45057869,25.34416962,24.64953804,24.27311897,23.77277184,18.2522583,19.31336784,18.50292206,18.68208885,18.223032,0,20.21713448,20.81248665,21.03178215,20.68692589,20.89073372,3.349580526,3.613874435,3.556901217,3.340769768,3.191652298,99.38639069,98.94776154,99.78265381,111.3917847,113.6585236,1393.729614,1317.771362,1206.229004,1560.374878,1272.160522,24.15029907,24.38131142,24.52440643,24.53987312,24.71831512,23.90291214,23.87302971,24.6455555,24.88349152,24.56341743,23.93586349,23.98173523,367.8554688,35.66256332,26.05961037,32.84011841,27.06682205,30.32222939,285.1165161,331.0757141,382.5134888,434.8371887,485.5386047,13.29174137,15.43429661,17.83225441,20.27151489,22.63514519,10.99388409,10.76050949,12.05865955,11.97842884,12.08528042
ZZ201500000129,ZZGE61FL,ZZ,2015,129,ZZ2015DHS,1070.764893,1801.454956,2031.704712,2430.498779,3028.26709,35.22016525,31.0301609,29.44266319,38.4657135,39.4909668,29.94965935,29.39187431,29.68395805,29.64260483,29.42499542,12.19140625,11.86692715,12.12109375,11.12382793,11.02291679,NA,526.6767578,0.407826722,0.423323989,0.434069276,0.445040613,0.436506391,0,0,0,0,0,26.24781036,11,0,0.041272312,0.041459087,0.286482066,0.437063366,0.600029826,24.69565392,24.8849144,25.06140709,25.14494896,25.35385513,0.000329955,11.24336624,0.768763661,0.409791231,0.011121833,0.466187507,0.513972521,0.460700423,0.479281604,0.303536534,0.508464217,0.553218007,0.504389286,0.484061718,0.281917959,31.46888161,32.07343674,31.72382927,30.90911484,30.36640739,25.34908867,26.11666679,25.64283943,25.32695389,24.82903671,19.27747536,20.20651054,19.60273552,19.78528786,19.3434906,0,19.44164848,20.37795448,20.43885422,20.64729309,21.28271294,3.184765577,3.410416842,3.429166794,3.167187452,3.085416794,112.1679688,105.8257828,100.9638062,121.828125,121.8460922,1418.74939,1399.687134,1282.874146,1359.749634,1255.185059,25.00182533,25.48771858,25.72947502,25.54116631,25.85800362,25.12988091,24.67417717,25.2326107,25.18777466,24.988451,24.96776581,24.91096497,71.62011719,189.1239166,332.5834961,351.0349121,446.5787659,528.229248,479.079834,556.3048096,642.7354736,730.6547241,815.8480835,22.32795334,25.92709351,29.95527458,34.05282974,38.02334595,10.55360603,9.979582787,11.33342457,11.22070313,11.22136688
ZZ201500000130,ZZGE61FL,ZZ,2015,130,ZZ2015DHS,807.6659546,1478.512329,1706.890503,2738.764404,3725.334229,26.81516457,25.66039848,23.73468971,30.313591,31.2300415,29.78712082,28.81271935,29.54723358,28.46035767,28.67458916,12.77855873,12.46209526,12.7103014,11.62835693,11.52828407,4,683.5478516,0.413325191,0.444046825,0.441836953,0.436981589,0.43743968,0,0,0,0,0,26.78908157,10,0,0.038924128,0.032056484,0.259900957,0.532344043,0.53423959,24.41658592,24.18256378,24.67230415,24.1547451,24.28927422,0.010674276,0.92124331,0.033439089,0.061234124,0.003288043,0.543011069,0.564088404,0.56233722,0.523958445,0.423570186,0.692329168,0.789588749,0.756343067,0.594834268,0.45789361,31.34555817,32.07235336,31.58125114,30.72534752,30.11601639,24.93249512,25.8126297,25.2045002,24.88943863,24.32663536,18.56699944,19.6102581,18.8709507,19.09699059,18.58773232,0,19.04604721,19.55240631,19.79737282,19.84913254,19.90395927,3.453544617,3.728674889,3.67840004,3.440755367,3.339785814,92.60736847,95.67928314,87.30568695,104.301651,104.301651,1259.659302,1240.819214,1112.847168,1547.99939,1374.90979,23.40345955,23.70107841,23.95736122,23.96771622,24.02357674,23.01657104,23.02417946,24.00954247,24.2983551,23.83939552,23.08548737,23.1457634,93.94042969,169.2524414,261.3014221,381.4436646,539.4361572,696.3024292,341.8721008,500.8896484,730.1884766,1047.341675,1475.567017,15.96145439,23.38572693,34.09131622,48.89868546,68.89183044,9.571754456,9.425294876,10.18530083,10.45409393,10.45409393
ZZ201500000131,ZZGE61FL,ZZ,2015,131,ZZ2015DHS,122.1999283,97.56072235,119.355278,119.7480698,153.6368408,31.82058716,29.5946064,31.14884377,36.03158569,40.34550858,26.66669083,26.36470985,26.98216438,26.10835648,26.33917618,12.02052975,11.70402241,11.95490456,10.83820915,10.63091755,1,1122.261841,0.422690928,0.459445715,0.470961332,0.475999713,0.490638584,0.000810185,0.001164641,0.001822917,0.001671007,0.000962095,15,11,0,0.026342263,0.031568162,0.249914065,0.502574801,0.371253312,21.68605995,21.89997101,22.1867485,21.82413864,21.99040985,0.008380898,7.918439388,0.613410115,0.449820131,0.009773199,0.481580436,0.497968525,0.409455925,0.294615686,0.24579595,0.512025952,0.54411602,0.388875157,0.24982436,0.207743615,27.86647797,28.54492188,28.07855988,27.12761879,26.61937332,21.83705139,22.67032814,22.06873512,21.68203163,21.27829933,15.84595013,16.84090042,16.12365532,16.28940964,15.98845482,0,16.70542908,17.43523216,17.39133072,17.5399189,17.64164162,3.191811323,3.451345682,3.384707689,3.182465315,3.062963009,101.5653076,102.1412201,105.4297333,114.6692734,123.5767975,1371.849243,1237.307007,1283.348633,1672.273071,1457.485718,21.79022217,21.93122864,21.93695641,21.92948914,21.90995407,21.23309708,21.13873863,22.06804085,22.51347923,22.09061623,21.67268753,21.55748558,183.6542969,19.1047802,18.25786781,23.62472153,23.20704651,28.23599434,633.6049805,717.9319458,809.3986816,897.8467407,978.270813,29.52817345,33.45810318,37.72076797,41.84275055,45.59078979,12.76730156,12.55644703,14.07696056,13.91024303,14.38143158
ZZ201500000132,ZZGE61FL,ZZ,2015,132,ZZ2015DHS,176.3290863,369.2000732,634.1381226,905.6164551,1286.103882,27.99555779,26.50578117,25.2463913,31.74098778,32.74180603,29.2364769,28.29937553,29.15269661,28.0050354,28.54070473,12.73197365,12.40933132,12.65905666,11.56141472,11.47197628,4,695.9951172,0.441958547,0.457509816,0.453238964,0.435116649,0.463870019,0,0,0,0,0,20.90997887,10,0,0.036643896,0.034301706,0.265105158,0.501609445,0.538315892,23.85417557,24.04969978,24.69392967,24.07613564,24.4734478,0.006697019,0.832163155,0.029316103,0.065251209,0.002496752,0.541001081,0.566846371,0.559650779,0.528272331,0.411474884,0.676620424,0.7836743,0.737232625,0.602730215,0.436022729,31.15567207,31.89512634,31.37171555,30.49414063,29.90567207,24.76822853,25.66031647,25.02301788,24.69003296,24.14343262,18.42369843,19.48579407,18.71265984,18.93272591,18.43369484,0,18.47187424,19.80002403,20.23516083,20.14723396,20.40619087,3.406857729,3.67915225,3.624016285,3.387485504,3.288035393,95.37688446,97.51880646,91.49333191,107.5221405,107.6562195,1330.772461,1259.8479,1162.090576,1543.171021,1341.851563,23.43150711,23.72496605,23.98335457,23.96381569,24.00768089,23.09185791,23.11282539,24.08024216,24.29117966,23.815382,23.13505173,23.21585655,161.2597656,32.4008522,65.24971771,128.796463,178.3732147,240.3857422,342.032074,501.1240234,730.5301514,1047.831665,1476.257324,15.96145535,23.38572693,34.09132004,48.89868546,68.89183044,9.933157921,9.780723572,10.71508026,10.87488365,10.88089943
ZZ201500000133,ZZGE61FL,ZZ,2015,133,ZZ2015DHS,91.62049103,116.4918289,127.808342,113.647377,128.1012421,35.2825737,29.76428223,37.98158646,38.59049988,43.5402298,23.69295502,23.75145912,24.11124992,23.9995842,24.23124695,12.34296894,12.01940155,12.27903652,11.16666698,11.09348965,1,1225.945313,0.426982373,0.405034363,0.43638438,0.416443735,0.439484984,0,0,0,0,0,28,12,0,0.017283248,0.012929513,0.235690519,0.533352375,0.358218074,20.5177784,20.99277496,21.03802109,20.72640991,20.89318085,0,0,0,0,0,0.547390163,0.568740487,0.559728265,0.445146352,0.397920519,0.705329716,0.758767426,0.718915641,0.442752928,0.416050315,29.09348869,29.70221329,29.24713516,28.2265625,27.82682419,22.89440155,23.67044258,23.08502579,22.61276054,22.25481796,16.75052071,17.68281364,16.96809959,17.05989647,16.73333359,0,17.34260178,18.23409081,17.96479225,17.45323563,17.55511284,3.06888032,3.275130272,3.245833397,3.013411522,2.946744919,108.2779922,97.48190308,123.2819061,116.2890625,128.3019562,2218.561035,2107.811523,2385.998779,2549.814453,2337.231201,21.03316498,21.08454895,21.29090691,21.39590836,21.4596405,20.5212841,19.87902451,20.59880447,20.72203636,20.35861778,20.6285038,20.57795143,236.140625,17.16113281,21.80070496,25.0340004,22.02473831,23.54296112,202.6095276,229.5749969,258.8235779,287.106842,312.8242493,9.427020073,10.68167019,12.04254818,13.35851288,14.55509281,13.15865898,12.51674461,14.73046875,13.93281269,14.60005188
ZZ201500000134,ZZGE61FL,ZZ,2015,134,ZZ2015DHS,10271.68262,16512.20898,13072.00098,23792,30306.96875,46.72691345,45.82173157,46.26304245,47.20018005,47.11680222,28.41227341,28.31406212,28.81312561,28.47979164,29.21554947,10.69587708,10.4832468,10.64197063,10.19574642,10.19574642,NA,421.5380859,0.489586711,0.499422401,0.508277655,0.492877781,0.46965006,0,0,0,0,0,46.43993759,15,0,0.061364412,0.052021127,0.336058468,0.581757903,0.607328832,23.92009354,24.05885315,24.9228878,24.43543434,24.97867966,0.003400578,3.309194803,0.034255989,0.201831475,0.004313115,0.546297908,0.568791151,0.550233662,0.481932372,0.418442875,0.717726767,0.890216231,0.690538943,0.525364518,0.479551136,30.98997498,31.53164101,31.44678879,30.68559074,30.60876846,25.62135506,26.26184845,26.10212708,25.56553841,25.48871613,20.29409599,21.04839516,20.80481911,20.48984337,20.41302109,0.095767848,19.42791748,19.80364609,21.0326519,20.39107704,20.74181175,3.047395945,3.107595444,3.077951431,3.016840219,3.022178888,142.395401,142.395401,142.395401,142.395401,142.395401,1720.313232,1743.335693,1650.395508,1575.479614,1519.835815,25.17944336,25.59575272,25.55105972,25.63804626,25.30767441,24.83254433,24.06324387,24.11186028,24.45473862,24.77226257,24.60442924,24.78569794,15.79003906,2422.784668,3065.436523,3285.133545,4201.691406,5074.672852,4721.30957,5452.288086,6264.834961,7082.734375,7865.193359,219.4640961,253.4427185,291.2129211,329.2319336,365.6035767,12.0563364,12.0563364,12.0563364,12.0563364,12.0563364
